time,td,byt,pkt
1521118773326502.0,100,49074,49
1521118773326602.0,100,41687,44
1521118773326702.0,100,53378,45
1521118773326802.0,100,31682,40
1521118773326902.0,100,26961,35
1521118773327002.0,100,6522,18
1521118773327102.0,100,24032,28
1521118773327202.0,100,31559,34
1521118773327302.0,100,30017,35
1521118773327402.0,100,33302,39
1521118773327502.0,100,16983,23
1521118773327602.0,100,22576,43
1521118773327702.0,100,35325,45
1521118773327802.0,100,38475,40
1521118773327902.0,100,48426,54
1521118773328002.0,100,32031,40
1521118773328102.0,100,27781,35
1521118773328202.0,100,25102,26
1521118773328302.0,100,39831,48
1521118773328402.0,100,20140,28
1521118773328502.0,100,47689,49
1521118773328602.0,100,51516,47
1521118773328702.0,100,41047,43
1521118773328802.0,100,35711,44
1521118773328902.0,100,28071,37
1521118773329002.0,100,19348,24
1521118773329102.0,100,28416,29
1521118773329202.0,100,30679,32
1521118773329302.0,100,43948,51
1521118773329402.0,100,43677,48
1521118773329502.0,100,49149,47
1521118773329602.0,100,37612,39
1521118773329702.0,100,53666,50
1521118773329802.0,100,37834,46
1521118773329902.0,100,48928,57
1521118773330002.0,100,69568,69
1521118773330102.0,100,45992,45
1521118773330202.0,100,44174,53
1521118773330302.0,100,46907,46
1521118773330402.0,100,33959,38
1521118773330502.0,100,46049,50
1521118773330602.0,100,25177,30
1521118773330702.0,100,42010,44
1521118773330802.0,100,31874,40
1521118773330902.0,100,29598,41
1521118773331002.0,100,28570,32
1521118773331102.0,100,28885,34
1521118773331202.0,100,23240,25
1521118773331302.0,100,19095,22
1521118773331402.0,100,17018,27
1521118773331502.0,100,15410,19
1521118773331602.0,100,29580,31
1521118773331702.0,100,30392,30
1521118773331802.0,100,25707,37
1521118773331902.0,100,14252,23
1521118773332002.0,100,22916,44
1521118773332102.0,100,32378,40
1521118773332202.0,100,16485,23
1521118773332302.0,100,25773,37
1521118773332402.0,100,20592,32
1521118773332502.0,100,24748,35
1521118773332602.0,100,16099,22
1521118773332702.0,100,20768,27
1521118773332802.0,100,19280,29
1521118773332902.0,100,29770,41
1521118773333002.0,100,27921,36
1521118773333102.0,100,53242,50
1521118773333202.0,100,50598,45
1521118773333302.0,100,44294,45
1521118773333402.0,100,37719,40
1521118773333502.0,100,23853,36
1521118773333602.0,100,19799,33
1521118773333702.0,100,39116,44
1521118773333802.0,100,11003,18
1521118773333902.0,100,33382,35
1521118773334002.0,100,16474,20
1521118773334102.0,100,35102,44
1521118773334202.0,100,18021,29
1521118773334302.0,100,27162,33
1521118773334402.0,100,13288,23
1521118773334502.0,100,14778,28
1521118773334602.0,100,18727,26
1521118773334702.0,100,27437,31
1521118773334802.0,100,17809,28
1521118773334902.0,100,16719,25
1521118773335002.0,100,26156,33
1521118773335102.0,100,18800,24
1521118773335202.0,100,5830,14
1521118773335302.0,100,8800,24
1521118773335402.0,100,38544,42
1521118773335502.0,100,18135,23
1521118773335602.0,100,18558,29
1521118773335702.0,100,17542,24
1521118773335802.0,100,29939,35
1521118773335902.0,100,16924,27
1521118773336002.0,100,13322,21
1521118773336102.0,100,20189,25
1521118773336202.0,100,20820,30
1521118773336302.0,100,18381,24
1521118773336402.0,100,29575,30
1521118773336502.0,100,15778,23
1521118773336602.0,100,28797,33
1521118773336702.0,100,48155,49
1521118773336802.0,100,24258,35
1521118773336902.0,100,20189,31
1521118773337002.0,100,16723,28
1521118773337102.0,100,9779,18
1521118773337202.0,100,23926,29
1521118773337302.0,100,16400,25
1521118773337402.0,100,38652,44
1521118773337502.0,100,20634,26
1521118773337602.0,100,14144,21
1521118773337702.0,100,18455,29
1521118773337802.0,100,16346,27
1521118773337902.0,100,18585,31
1521118773338002.0,100,17734,29
1521118773338102.0,100,16861,26
1521118773338202.0,100,21542,28
1521118773338302.0,100,26265,28
1521118773338402.0,100,40473,45
1521118773338502.0,100,30222,37
1521118773338602.0,100,28523,33
1521118773338702.0,100,42792,35
1521118773338802.0,100,9688,23
1521118773338902.0,100,33719,36
1521118773339002.0,100,23136,24
1521118773339102.0,100,39387,41
1521118773339202.0,100,10677,20
1521118773339302.0,100,19902,25
1521118773339402.0,100,33069,31
1521118773339502.0,100,27718,31
1521118773339602.0,100,20647,34
1521118773339702.0,100,12440,21
1521118773339802.0,100,11210,24
1521118773339902.0,100,24980,27
1521118773340002.0,100,29207,37
1521118773340102.0,100,17854,27
1521118773340202.0,100,19931,30
1521118773340302.0,100,25515,31
1521118773340402.0,100,28590,35
1521118773340502.0,100,24618,28
1521118773340602.0,100,46393,47
1521118773340702.0,100,27116,38
1521118773340802.0,100,30227,31
1521118773340902.0,100,35074,40
1521118773341002.0,100,43992,49
1521118773341102.0,100,52184,53
1521118773341202.0,100,34315,35
1521118773341302.0,100,18848,31
1521118773341402.0,100,34237,31
1521118773341502.0,100,49531,47
1521118773341602.0,100,68732,56
1521118773341702.0,100,53717,53
1521118773341802.0,100,47893,47
1521118773341902.0,100,50585,52
1521118773342002.0,100,57659,53
1521118773342102.0,100,40299,49
1521118773342202.0,100,39004,43
1521118773342302.0,100,47413,55
1521118773342402.0,100,54149,51
1521118773342502.0,100,59149,57
1521118773342602.0,100,79210,59
1521118773342702.0,100,67017,56
1521118773342802.0,100,86108,69
1521118773342902.0,100,70195,63
